alcohol,citric acid,sulphates,chlorides,Total_Acidity,pH,Bounded_Sulfur_Dioxide,OUTPUT_LABEL
9.9,0.5,0.49,0.045,6.319999999999999,3.22,92.0,0
9.8,0.24,0.39,0.046,6.74,3.19,45.0,0
11.5,0.28,0.4,0.042,8.03,2.96,121.0,0
11.2,0.27,0.33,0.03,8.36,3.16,80.0,0
9.4,0.26,0.38,0.049,7.38,3.15,74.0,0
9.7,0.29,0.37,0.057999999999999996,7.15,3.15,65.0,0
12.0,0.26,0.41,0.036000000000000004,7.22,3.34,88.0,1
11.2,0.36,0.37,0.028999999999999998,7.16,3.11,70.0,1
9.5,0.57,0.4,0.062,6.65,3.0,101.0,0
9.5,0.31,0.55,0.038,7.930000000000001,3.12,127.0,0
14.0,0.31,0.59,0.016,5.23,3.33,111.0,1
9.7,0.07,0.57,0.043,5.88,3.34,115.0,0
9.8,0.32,0.54,0.024,7.21,3.05,146.0,0
8.9,0.2,0.46,0.044000000000000004,5.92,3.22,72.0,0
13.0,0.25,0.37,0.024,8.08,2.98,72.0,0
12.1,0.29,0.4,0.031,7.36,3.12,83.0,1
11.9,0.51,0.42,0.028999999999999998,6.35,3.46,92.0,0
10.8,0.36,0.37,0.083,7.24,3.33,123.0,0
11.1,0.37,0.54,0.037000000000000005,7.180000000000001,3.05,60.0,0
10.6,0.24,0.6,0.044000000000000004,5.99,3.77,90.0,0
9.4,0.49,0.34,0.05,9.22,3.13,114.0,0
9.1,0.18,0.49,0.042,7.49,3.16,139.0,0
9.3,0.26,0.47,0.039,5.93,3.36,84.0,0
8.9,0.67,0.41,0.037000000000000005,7.79,2.9,113.0,0
11.3,0.31,0.52,0.031,6.4,3.24,51.0,0
10.0,0.34,0.51,0.049,8.41,3.09,122.0,0
9.8,0.13,0.42,0.040999999999999995,6.95,3.14,93.0,0
11.5,0.34,0.64,0.028999999999999998,6.66,3.33,104.0,1
9.1,0.21,0.55,0.07,7.885,3.0,139.0,0
10.4,0.46,0.5,0.032,5.79,3.36,82.0,0
10.8,0.3,0.42,0.043,6.075,3.33,108.0,1
12.8,0.28,0.58,0.03,6.65,3.09,69.0,1
12.3,0.39,0.54,0.033,7.430000000000001,3.26,73.0,1
11.0,0.26,0.5,0.051,5.75,3.47,88.0,0
10.8,0.3,0.34,0.046,6.62,3.21,96.0,0
10.8,0.24,0.66,0.052000000000000005,6.5,3.8,99.0,0
10.1,0.25,0.59,0.04,6.225,3.54,59.0,0
11.3,0.36,0.58,0.034,6.96,3.02,66.0,0
9.4,0.18,0.52,0.044000000000000004,6.41,3.14,94.0,0
8.9,0.71,0.42,0.16,7.8,3.08,105.0,0
10.3,0.27,0.48,0.054000000000000006,6.55,3.2,118.0,0
9.3,0.28,0.56,0.053,7.23,3.18,76.0,0
12.3,0.34,0.5,0.037000000000000005,6.140000000000001,3.19,68.0,0
11.9,0.29,0.34,0.035,6.4,3.18,72.0,0
10.5,0.3,0.45,0.048,7.44,3.25,104.0,0
11.4,0.4,0.5,0.037000000000000005,6.5,3.46,72.0,0
12.2,0.22,0.52,0.031,7.53,2.97,63.0,1
9.1,0.31,0.52,0.043,7.090000000000001,2.93,129.0,1
10.8,0.26,0.44,0.04,7.5,3.34,87.0,0
8.9,0.36,0.46,0.05,7.55,3.04,165.0,1
9.3,0.49,0.4,0.049,6.925,3.16,164.0,0
11.4,0.32,0.47,0.065,7.5600000000000005,3.06,117.0,0
10.6,0.3,0.39,0.036000000000000004,6.21,3.18,80.0,0
12.8,0.39,0.67,0.034,8.57,3.29,100.0,1
9.3,0.3,0.49,0.054000000000000006,7.04,3.19,145.0,0
8.7,0.23,0.42,0.052000000000000005,6.319999999999999,3.14,89.0,0
12.4,0.39,0.47,0.04,7.64,3.3,118.0,0
9.4,0.28,0.43,0.055999999999999994,7.33,3.17,154.0,0
10.9,0.29,0.49,0.039,6.859999999999999,3.05,54.0,0
10.1,0.19,0.34,0.045,6.77,3.16,77.0,0
9.4,0.51,0.54,0.049,6.57,3.16,165.0,0
12.0,0.3,0.41,0.039,7.4,3.3,145.0,0
9.2,0.25,0.46,0.044000000000000004,7.16,2.91,122.0,0
12.3,0.37,0.47,0.035,7.29,3.26,92.0,0
11.4,0.3,0.49,0.031,7.359999999999999,3.19,115.0,0
9.5,0.33,0.48,0.053,8.55,2.89,60.0,0
9.5,0.33,0.49,0.039,8.16,2.93,139.0,0
10.1,0.49,0.51,0.044000000000000004,8.69,3.14,88.0,0
9.8,0.29,0.37,0.059000000000000004,7.869999999999999,3.09,78.0,0
10.6,0.27,0.56,0.055999999999999994,6.545,3.31,149.0,0
10.2,0.41,0.78,0.044000000000000004,6.95,3.24,102.5,0
12.0,0.35,0.39,0.034,7.84,3.16,114.0,1
8.7,0.67,0.44,0.045,7.47,3.16,106.0,0
8.7,0.65,0.42,0.05,7.66,3.16,116.0,0
10.4,0.24,0.5,0.049,6.51,3.32,121.0,0
11.0,0.32,0.68,0.044000000000000004,6.8,3.37,56.0,1
11.4,0.41,0.71,0.05,7.180000000000001,3.16,126.0,0
10.2,0.49,0.44,0.048,9.22,3.31,143.0,0
9.8,0.27,0.5,0.05,5.95,3.1,58.0,0
11.4,0.34,0.42,0.042,6.21,3.44,60.0,0
9.4,0.24,0.44,0.044000000000000004,5.98,3.31,107.0,0
11.0,0.25,0.4,0.044000000000000004,7.69,3.11,84.0,0
10.2,0.19,0.35,0.042,6.680000000000001,3.31,114.0,0
9.5,0.46,0.58,0.057999999999999996,9.479999999999999,3.14,94.0,0
9.5,0.31,0.77,0.048,6.5,3.22,147.0,0
10.6,0.36,0.54,0.037000000000000005,8.43,3.19,120.0,0
12.1,0.3,0.43,0.033,7.46,3.33,108.0,1
9.4,0.26,0.43,0.051,6.779999999999999,3.0,132.0,0
9.6,0.51,0.52,0.05,7.3,3.07,128.0,1
10.8,0.49,0.41,0.042,8.389999999999999,3.14,102.0,0
11.6,0.26,0.35,0.040999999999999995,7.34,3.08,115.0,0
9.8,0.45,0.56,0.06,6.5600000000000005,3.31,162.0,0
9.5,0.25,0.52,0.048,7.505,3.36,47.0,0
10.9,0.49,0.36,0.044000000000000004,8.489999999999998,3.24,89.0,0
9.4,0.37,0.5,0.043,7.04,3.2,129.0,0
9.5,0.27,0.76,0.043,6.83,3.27,121.0,0
9.0,0.36,0.48,0.067,7.65,3.01,125.0,0
9.4,0.21,0.53,0.042,6.4399999999999995,3.02,116.0,0
11.0,0.24,0.39,0.038,6.96,3.23,57.0,0
8.8,0.27,0.41,0.057,7.49,2.94,110.0,1
12.7,0.32,0.44,0.042,6.3999999999999995,3.31,101.0,1
9.5,0.36,0.47,0.042,7.77,3.09,76.0,0
12.7,0.24,0.36,0.034,5.989999999999999,3.28,50.0,0
10.3,0.14,0.71,0.046,6.135,3.3,148.0,0
10.8,0.36,0.54,0.042,6.16,3.22,48.0,0
11.4,0.26,0.37,0.034,8.71,3.05,69.0,0
8.8,0.36,0.45,0.045,7.27,3.0,125.0,0
9.4,0.27,0.38,0.049,7.24,3.16,170.0,0
9.5,0.09,0.62,0.051,6.88,2.93,94.0,0
12.3,0.3,0.42,0.03,8.28,2.93,80.0,0
8.9,0.42,0.42,0.066,7.640000000000001,2.89,150.0,0
10.0,0.28,0.56,0.038,8.26,3.12,130.0,0
12.6,0.29,0.35,0.036000000000000004,6.02,3.24,43.0,0
10.6,0.33,0.39,0.034,7.17,3.19,110.0,1
9.6,0.22,0.46,0.052000000000000005,7.180000000000001,3.08,95.0,0
12.5,0.27,0.71,0.034,6.720000000000001,3.36,104.0,0
9.0,0.39,0.48,0.057999999999999996,7.430000000000001,2.98,143.0,1
11.9,0.52,0.4,0.017,7.87,3.14,63.0,1
12.1,0.34,0.34,0.048,8.0,3.18,115.0,0
9.8,0.26,0.64,0.042,6.77,3.43,112.0,0
11.7,0.3,0.56,0.031,6.5200000000000005,3.01,57.0,0
9.8,0.29,0.46,0.05,7.22,3.29,66.0,0
9.3,0.26,0.38,0.051,6.05,3.29,104.0,0
9.2,0.36,0.54,0.052000000000000005,7.02,3.04,89.0,0
10.6,0.28,0.47,0.032,7.69,3.1,95.0,0
10.6,0.34,0.47,0.044000000000000004,7.12,3.05,53.0,0
11.4,0.4,0.5,0.042,7.4799999999999995,3.03,147.0,0
10.5,0.3,0.68,0.03,7.73,3.05,53.0,0
9.2,0.28,0.3,0.055999999999999994,7.819999999999999,2.99,75.0,0
10.0,0.19,0.41,0.039,5.815,3.54,61.0,1
11.3,0.28,0.34,0.03,4.97,3.38,89.0,1
12.5,0.28,0.38,0.027000000000000003,5.92,3.35,75.0,1
10.0,0.34,0.56,0.052000000000000005,7.53,3.04,67.0,0
13.3,0.32,0.46,0.031,8.5,3.05,95.0,1
10.6,0.23,0.38,0.037000000000000005,6.59,3.08,75.0,0
10.5,0.21,0.52,0.05,6.41,3.42,93.0,0
11.4,0.38,0.38,0.023,7.090000000000001,3.11,75.0,0
9.0,0.57,0.68,0.053,8.27,3.12,116.0,0
9.2,0.24,0.52,0.045,6.93,3.08,116.0,0
11.8,0.33,0.31,0.027000000000000003,7.12,3.11,51.0,0
10.7,0.33,0.62,0.037000000000000005,7.98,3.39,123.0,1
8.8,0.63,0.44,0.039,7.98,3.08,121.0,0
11.0,0.34,0.54,0.048,6.98,3.25,79.0,1
11.2,0.33,0.38,0.036000000000000004,6.87,3.18,69.0,0
9.2,0.18,0.54,0.045,6.5,3.09,102.0,0
12.2,0.74,0.42,0.044000000000000004,8.5,3.25,97.0,0
12.3,0.33,0.46,0.039,7.090000000000001,3.09,71.0,1
10.6,0.35,0.48,0.038,6.44,3.1,145.0,0
12.6,0.3,0.63,0.028999999999999998,7.12,3.33,65.0,1
9.0,0.58,0.51,0.044000000000000004,6.46,3.15,73.0,0
12.4,0.3,0.6,0.036000000000000004,6.69,3.29,54.0,1
9.8,0.31,0.64,0.046,8.08,3.23,180.0,0
12.6,0.27,0.61,0.03,7.01,3.16,113.0,1
12.9,0.34,0.45,0.04,6.97,3.24,73.0,0
9.4,0.25,0.42,0.052000000000000005,6.79,3.3,147.0,1
11.8,0.34,0.9,0.045,5.97,3.38,74.0,1
10.0,0.27,0.43,0.044000000000000004,6.76,3.17,146.0,0
12.9,0.27,0.59,0.037000000000000005,6.455,3.05,56.0,1
9.3,0.5,0.57,0.047,6.640000000000001,3.18,151.0,0
11.8,0.37,0.61,0.027999999999999997,7.6000000000000005,3.14,61.0,0
9.2,0.36,0.42,0.045,6.85,3.08,126.0,0
11.7,0.3,0.39,0.028999999999999998,6.07,3.18,64.0,0
10.2,0.33,0.52,0.036000000000000004,6.42,3.34,71.0,0
11.4,0.25,0.41,0.034,7.0249999999999995,3.05,64.0,0
11.5,0.35,0.36,0.034,7.15,3.21,108.0,0
10.7,0.31,0.38,0.04,6.62,3.21,78.0,0
12.5,0.36,0.59,0.038,7.5600000000000005,2.93,72.0,1
8.8,0.68,0.38,0.047,7.73,2.99,96.0,0
11.1,0.34,0.66,0.040999999999999995,7.8,3.35,106.0,0
10.2,0.24,0.44,0.11900000000000001,7.32,3.15,122.0,0
11.8,0.39,0.5,0.032,6.630000000000001,3.32,95.0,0
11.0,0.3,0.44,0.037000000000000005,8.09,3.38,102.0,0
12.0,0.29,0.32,0.042,6.525,3.23,75.0,1
9.5,0.24,0.39,0.044000000000000004,6.11,3.25,112.0,0
12.0,0.31,0.65,0.013999999999999999,7.67,3.03,128.0,0
9.6,0.3,0.58,0.34600000000000003,6.57,3.29,121.0,0
12.1,0.34,0.48,0.04,6.78,3.28,92.0,1
8.8,0.36,0.45,0.045,7.27,3.0,125.0,0
12.5,0.37,0.41,0.031,5.54,3.25,91.0,0
11.3,0.49,0.35,0.033,8.23,3.14,121.0,0
12.8,0.29,0.32,0.03,8.62,3.0,69.0,1
11.2,0.41,0.66,0.048,7.86,3.24,113.0,1
9.2,0.24,0.51,0.06,6.92,3.59,161.5,0
8.9,0.3,0.46,0.055999999999999994,7.8,3.14,159.5,1
10.1,0.4,0.57,0.067,9.149999999999999,3.27,83.0,0
11.3,0.33,0.58,0.035,7.15,3.02,123.0,0
10.0,0.32,0.57,0.037000000000000005,7.31,3.2,113.0,1
12.5,0.28,0.44,0.043,6.359999999999999,3.14,74.0,0
9.3,0.22,0.61,0.055999999999999994,8.09,3.08,169.0,0
9.4,0.36,0.56,0.061,6.9799999999999995,3.31,172.0,0
11.5,0.43,0.55,0.022000000000000002,7.66,3.13,103.0,0
8.9,0.35,0.47,0.048,7.41,3.05,143.0,0
9.1,0.45,0.48,0.053,6.72,3.23,144.0,0
12.5,0.36,0.63,0.028999999999999998,7.44,3.13,42.0,0
9.0,0.23,0.52,0.053,6.13,3.13,77.0,0
9.0,0.46,0.51,0.084,7.989999999999999,2.91,115.0,0
10.0,0.44,0.36,0.045,8.045,3.48,144.0,0
12.4,0.28,0.65,0.037000000000000005,6.86,3.25,90.0,1
13.0,0.47,0.32,0.013999999999999999,6.94,3.13,93.0,1
10.0,0.47,0.76,0.053,5.71,3.29,98.0,0
11.7,0.36,0.5,0.044000000000000004,6.525,3.15,46.0,1
9.9,0.15,0.6,0.042,5.9399999999999995,3.06,96.0,0
12.1,0.36,0.47,0.027999999999999997,7.23,3.35,73.0,1
10.4,0.27,0.55,0.04,8.14,3.01,81.0,0
12.7,0.34,0.37,0.025,6.23,3.36,88.0,0
12.1,0.25,0.34,0.03,7.43,3.22,101.0,1
10.0,0.49,0.41,0.04,8.379999999999999,3.13,116.0,0
10.3,0.41,0.45,0.044000000000000004,7.78,3.28,115.0,0
10.6,0.49,0.33,0.038,8.44,3.02,111.0,0
11.5,0.43,0.36,0.035,8.530000000000001,3.15,87.0,0
9.5,0.35,0.5,0.055999999999999994,6.66,3.16,146.0,0
12.2,0.02,0.35,0.031,5.5600000000000005,3.44,80.0,0
12.6,0.47,0.41,0.044000000000000004,7.5200000000000005,3.03,46.0,0
11.3,0.49,0.53,0.033,7.279999999999999,3.05,60.0,1
9.5,0.24,0.5,0.055999999999999994,7.44,3.05,142.0,0
8.8,0.54,0.56,0.047,7.04,3.04,137.0,0
10.5,0.38,0.39,0.036000000000000004,5.875,3.29,81.0,0
9.4,0.32,0.55,0.05,6.4,3.18,109.0,0
9.5,0.36,0.95,0.036000000000000004,7.08,3.27,77.0,1
9.2,0.42,0.63,0.045,8.0,3.18,168.0,0
10.1,0.24,0.4,0.042,6.76,3.08,83.0,0
11.5,0.45,0.49,0.027999999999999997,5.82,3.51,166.0,1
9.8,0.37,0.5,0.040999999999999995,6.7700000000000005,3.1,177.0,0
11.1,0.38,0.52,0.052000000000000005,7.48,3.13,133.0,0
11.2,0.36,0.37,0.042,8.09,3.26,123.0,1
11.2,0.28,0.69,0.044000000000000004,6.79,3.22,62.0,0
10.6,0.29,0.44,0.046,6.25,3.6,112.0,0
9.6,0.45,0.34,0.03,8.809999999999999,3.14,103.0,0
10.4,0.24,0.38,0.121,7.47,3.17,130.0,1
11.3,0.42,0.74,0.042,6.91,3.18,81.0,1
9.0,0.54,0.53,0.157,7.59,3.11,98.0,0
10.46666667,0.14,0.46,0.036000000000000004,5.235,3.47,99.0,0
8.8,0.45,0.54,0.094,6.33,3.05,120.0,0
9.3,0.33,0.42,0.049,5.945,3.13,122.0,0
10.6,0.32,0.43,0.027000000000000003,9.82,3.08,147.0,0
12.0,0.35,0.39,0.036000000000000004,7.93,3.16,114.0,1
9.4,0.22,0.39,0.042,5.88,3.35,86.0,0
10.2,0.35,0.5,0.053,6.08,3.28,78.0,0
10.1,0.49,0.52,0.054000000000000006,6.62,3.27,109.0,0
11.8,0.3,0.36,0.026000000000000002,9.55,2.94,57.0,0
11.1,0.42,0.65,0.047,8.59,3.06,92.0,0
8.8,0.42,0.42,0.05,7.23,3.22,109.0,0
10.9,0.28,0.45,0.039,6.88,3.11,86.0,1
8.8,0.26,0.39,0.084,7.76,3.17,106.0,0
10.6,0.3,0.39,0.049,6.66,3.28,71.0,0
10.4,0.54,0.7,0.046,6.45,3.19,118.0,0
11.2,0.29,0.37,0.027999999999999997,6.67,3.18,101.0,0
10.9,0.27,0.5,0.051,8.06,3.23,143.0,0
9.6,0.49,0.46,0.051,6.319999999999999,3.3,69.0,0
13.0,0.26,0.48,0.045,6.949999999999999,3.24,110.0,1
9.9,0.29,0.33,0.055999999999999994,7.04,3.19,61.0,0
9.2,0.25,0.62,0.053,7.680000000000001,3.1,123.0,0
10.7,0.35,0.49,0.039,8.15,2.93,42.0,0
9.1,0.34,0.4,0.05,7.12,3.19,124.0,0
11.2,0.26,0.35,0.040999999999999995,7.02,3.04,153.0,0
9.0,0.22,0.48,0.044000000000000004,5.92,3.24,71.0,0
9.5,0.28,0.72,0.048,8.23,3.26,116.0,0
9.7,0.24,0.64,0.039,6.56,3.49,134.0,0
11.0,0.2,0.53,0.031,6.33,3.41,110.0,0
9.0,0.28,0.43,0.05,7.37,2.94,121.0,1
9.7,0.34,0.45,0.037000000000000005,9.110000000000001,3.1,117.0,0
9.2,0.61,0.36,0.043,7.4,3.06,89.0,0
9.1,0.49,0.36,0.057999999999999996,7.49,3.42,84.0,1
9.3,0.22,0.6,0.054000000000000006,6.53,3.12,109.0,0
8.9,0.2,0.46,0.044000000000000004,5.92,3.22,72.0,0
11.33333333,0.27,0.76,0.035,6.63,3.21,44.0,0
9.4,0.16,0.36,0.044000000000000004,5.99,3.21,149.0,0
13.6,0.35,0.46,0.046,6.555,3.06,64.0,0
11.9,0.36,0.4,0.034,7.55,3.25,147.0,1
10.8,0.4,0.38,0.045,7.44,2.88,75.0,0
10.1,0.24,0.47,0.040999999999999995,6.73,3.29,80.0,0
10.3,0.41,0.45,0.044000000000000004,7.78,3.28,115.0,0
12.1,0.34,0.48,0.04,6.78,3.28,92.0,1
12.5,0.35,0.44,0.028999999999999998,5.62,3.29,61.0,1
11.9,0.49,0.33,0.039,8.64,3.03,62.0,1
12.6,0.28,0.64,0.04,6.73,3.26,57.0,1
10.0,0.34,0.61,0.051,6.9399999999999995,3.15,169.5,0
10.5,0.26,0.36,0.027000000000000003,6.345000000000001,3.3,86.0,0
11.3,0.32,0.55,0.04,8.37,3.0,134.0,1
12.0,1.0,0.4,0.03,8.19,3.24,107.0,0
10.4,0.16,0.37,0.053,5.970000000000001,3.36,79.0,0
12.7,0.36,0.25,0.026000000000000002,8.45,3.07,101.0,1
10.7,0.34,0.4,0.036000000000000004,7.39,3.21,79.0,0
12.4,0.41,0.63,0.027000000000000003,6.93,3.27,65.0,0
9.4,0.23,0.54,0.12300000000000001,7.19,3.04,77.0,0
9.3,0.22,0.52,0.053,6.44,3.23,104.0,0
9.2,0.72,0.36,0.042,6.72,3.12,135.0,0
9.5,0.51,0.61,0.028999999999999998,7.24,3.03,172.0,0
9.5,0.18,0.49,0.094,7.43,2.9,139.0,0
9.0,0.74,0.58,0.076,6.82,3.12,161.0,0
9.2,0.18,0.5,0.04,6.69,3.14,95.0,0
9.3,0.24,0.44,0.07400000000000001,6.38,3.19,142.0,0
9.5,0.56,0.68,0.044000000000000004,10.92,2.87,144.0,0
11.0,0.32,0.6,0.048,6.470000000000001,3.21,112.0,0
8.5,0.46,0.76,0.042,7.9799999999999995,3.24,102.0,1
10.6,0.33,0.46,0.076,8.66,3.14,40.0,0
9.5,0.27,0.47,0.062,6.34,3.31,119.0,0
10.0,0.3,0.52,0.048,6.88,3.29,211.0,0
8.7,0.65,0.42,0.05,7.66,3.16,116.0,0
9.1,0.31,0.54,0.043,7.1899999999999995,3.17,134.0,0
8.7,0.28,0.38,0.040999999999999995,6.78,3.14,104.0,0
9.3,0.28,0.45,0.049,8.08,3.24,148.0,0
9.0,0.29,0.5,0.051,6.28,3.14,138.0,0
9.9,0.36,0.34,0.038,7.6000000000000005,3.36,67.0,0
9.9,0.35,0.34,0.031,7.36,3.33,57.0,0
8.8,0.32,0.45,0.079,6.94,3.02,85.0,0
12.5,0.32,0.4,0.034,6.369999999999999,3.36,86.0,0
9.7,0.28,0.6,0.034,6.54,3.14,157.0,0
9.0,0.33,0.39,0.059000000000000004,6.95,3.43,87.0,1
11.0,0.23,0.5,0.038,6.2,3.15,77.0,0
10.6,0.34,0.47,0.03,9.29,3.13,143.0,0
9.6,0.32,0.76,0.053,8.07,3.29,103.0,0
9.0,0.18,0.47,0.048,6.57,3.23,141.0,0
13.8,0.0,0.92,0.036000000000000004,5.485,3.53,111.0,0
9.0,0.3,0.52,0.062,6.9799999999999995,3.0,152.0,1
13.6,0.3,0.27,0.04,7.47,3.17,90.0,0
9.7,0.32,0.5,0.048,6.57,3.5,159.0,0
10.2,0.33,0.4,0.036000000000000004,9.14,3.08,126.0,0
9.0,0.52,0.36,0.078,6.28,3.1,109.0,0
9.5,0.51,0.6,0.039,7.81,3.06,142.0,0
8.8,0.5,0.49,0.048,6.72,3.02,146.0,0
13.0,0.39,0.38,0.032,6.890000000000001,3.31,57.0,1
11.0,0.36,0.69,0.034,6.550000000000001,3.42,107.0,1
10.2,0.35,0.54,0.055,7.88,3.24,119.0,0
9.7,0.24,0.56,0.044000000000000004,7.569999999999999,3.21,66.0,0
9.0,0.27,0.41,0.11,7.01,3.08,83.0,0
10.3,0.22,0.55,0.046,6.46,3.61,48.0,0
10.7,0.37,0.88,0.06,7.67,3.54,57.0,0
10.4,0.38,0.82,0.043,7.66,3.15,92.5,1
11.1,0.28,0.43,0.042,6.5600000000000005,3.31,60.0,0
10.7,0.26,0.75,0.04,6.5,3.07,60.0,1
11.0,0.27,0.39,0.022000000000000002,5.43,3.36,85.0,1
13.2,0.23,0.57,0.035,7.54,3.15,76.0,1
9.8,0.24,0.53,0.048,6.91,3.44,89.0,0
11.5,0.28,1.06,0.027999999999999997,7.4,3.17,155.0,0
13.0,0.34,0.38,0.031,5.8999999999999995,3.27,57.0,0
10.5,0.24,0.44,0.044000000000000004,6.7,3.22,125.0,0
8.9,0.14,0.43,0.055,7.465,3.15,60.0,0
9.5,0.24,0.47,0.04,6.6,3.22,103.0,0
10.4,0.34,0.42,0.042,7.8100000000000005,3.25,108.0,0
10.7,0.33,0.46,0.035,8.09,3.11,148.0,0
11.3,0.24,0.43,0.031,8.14,3.12,126.0,1
10.3,0.55,0.69,0.05,9.69,3.12,102.0,0
10.5,0.42,0.48,0.049,7.06,3.47,81.0,1
10.2,0.29,0.39,0.051,7.98,3.16,117.0,0
10.9,0.0,0.43,0.044000000000000004,6.3999999999999995,3.56,125.0,0
10.4,0.52,0.59,0.034,6.79,3.25,152.0,0
9.8,0.32,0.54,0.024,7.21,3.05,146.0,0
9.7,0.17,0.36,0.049,7.35,3.13,112.0,0
9.5,0.27,0.52,0.055999999999999994,7.31,2.95,85.0,0
11.1,0.34,0.49,0.037000000000000005,7.69,3.1,92.0,1
9.7,0.31,0.48,0.05,7.05,3.22,133.0,0
10.5,0.37,0.65,0.047,7.24,3.08,155.0,0
10.2,0.28,0.64,0.034,7.31,3.35,88.0,0
9.0,0.38,0.44,0.057999999999999996,7.430000000000001,3.09,139.0,0
9.5,0.3,0.36,0.049,7.15,3.2,74.0,1
10.8,0.37,0.44,0.034,7.29,3.17,101.0,0
8.8,0.27,0.41,0.057,7.49,2.94,110.0,1
8.8,0.54,0.61,0.06,9.54,3.08,189.0,0
11.2,0.29,0.56,0.027000000000000003,5.81,3.23,86.0,0
9.5,0.26,0.68,0.049,7.73,3.06,143.0,0
11.2,0.23,0.48,0.034,8.790000000000001,3.05,152.0,0
9.0,0.09,0.46,0.044000000000000004,8.115,3.15,159.0,0
11.1,0.29,0.59,0.047,6.19,3.54,85.0,1
8.8,0.44,0.75,0.053,8.27,3.28,102.0,1
12.4,0.35,0.32,0.038,7.260000000000001,3.0,88.0,1
9.5,0.17,0.55,0.061,6.930000000000001,3.07,86.0,0
12.5,0.25,0.66,0.028999999999999998,5.8,3.36,85.0,0
9.0,0.26,0.46,0.051,6.5600000000000005,3.25,147.0,0
12.0,0.31,0.37,0.048,5.41,3.24,44.0,1
11.7,0.27,0.38,0.027999999999999997,7.1,2.96,75.0,0
9.1,0.3,0.49,0.053,7.590000000000001,3.14,180.5,1
9.0,0.28,0.39,0.051,7.15,2.96,120.0,1
11.0,0.25,0.42,0.046,7.35,3.2,131.0,1
9.4,0.26,0.63,0.040999999999999995,6.95,3.55,97.5,0
9.5,0.36,0.59,0.042,7.3,2.92,79.0,1
8.8,0.36,0.43,0.039,6.430000000000001,3.23,93.0,0
11.8,0.3,0.67,0.037000000000000005,8.2,3.1,88.0,0
10.9,0.28,0.45,0.039,6.88,3.11,86.0,1
11.3,0.24,0.44,0.036000000000000004,6.7,3.24,88.0,0
11.3,0.24,0.64,0.045,6.83,3.15,102.0,1
9.1,0.54,0.45,0.049,7.58,3.06,100.5,0
9.1,0.45,0.57,0.054000000000000006,6.99,3.14,151.0,0
10.5,0.27,0.37,0.037000000000000005,7.3,3.04,86.0,1
9.2,0.42,0.63,0.045,8.0,3.18,168.0,0
11.5,0.28,0.6,0.05,7.12,3.22,73.0,1
10.8,0.34,0.47,0.042,6.409999999999999,3.27,102.5,0
11.6,0.35,0.29,0.044000000000000004,7.489999999999999,3.17,46.0,0
10.5,0.22,0.5,0.048,6.55,3.16,120.0,0
9.2,0.5,0.47,0.055999999999999994,7.51,3.01,127.0,0
10.0,0.37,0.62,0.051,8.1,3.32,80.0,0
11.9,0.31,0.43,0.032,7.76,2.97,73.0,0
10.1,0.34,0.58,0.026000000000000002,6.86,3.34,82.0,0
9.0,0.34,0.42,0.05,7.54,3.03,136.0,0
9.1,0.4,0.78,0.047,7.27,3.34,109.0,0
10.2,0.24,0.39,0.054000000000000006,5.824999999999999,3.17,81.0,0
8.8,0.27,0.41,0.057,7.49,2.94,110.0,1
10.0,0.3,0.5,0.05,8.44,2.98,83.0,0
10.7,0.27,0.34,0.03,5.859999999999999,3.4,92.0,1
11.4,0.2,0.45,0.04,6.04,3.25,88.0,0
9.5,0.31,0.44,0.051,7.68,3.19,70.0,1
10.7,0.26,0.47,0.042,7.89,3.14,128.0,0
12.1,0.34,0.48,0.027999999999999997,7.970000000000001,2.99,142.0,1
12.3,0.22,0.47,0.035,7.09,3.09,82.0,0
11.3,0.3,0.38,0.037000000000000005,5.97,3.29,75.0,0
10.1,0.31,0.5,0.043,7.96,3.42,108.0,0
11.3,0.33,0.42,0.033,6.22,3.17,72.0,1
12.2,0.37,0.49,0.027000000000000003,7.1000000000000005,3.38,73.0,1
10.3,0.29,0.44,0.046,7.02,3.3,106.0,0
12.3,0.32,0.71,0.027999999999999997,6.26,3.4,84.0,1
11.2,0.42,0.72,0.043,6.43,3.13,83.0,1
9.6,0.4,0.51,0.040999999999999995,8.58,3.34,156.0,0
11.3,0.3,0.56,0.034,7.33,3.03,86.0,1
11.5,0.26,0.38,0.071,6.07,3.1,43.0,0
11.5,0.3,0.65,0.04,6.67,3.32,67.0,0
9.4,0.24,0.51,0.049,7.390000000000001,3.17,112.0,0
9.2,0.19,0.44,0.044000000000000004,7.45,3.16,121.0,0
11.0,0.29,0.5,0.034,7.51,3.3,89.0,1
10.0,0.29,0.62,0.047,6.54,3.35,187.0,0
10.2,0.34,0.47,0.043,8.520000000000001,3.0,96.0,0
10.8,0.37,0.31,0.027000000000000003,6.090000000000001,3.09,18.0,0
10.3,0.35,0.77,0.038,7.6000000000000005,3.49,86.0,1
10.4,0.53,0.59,0.04,6.79,3.26,151.0,1
12.6,0.28,0.42,0.035,6.19,3.26,101.0,0
8.7,0.52,0.56,0.14800000000000002,7.5,3.08,104.0,0
11.3,0.29,0.38,0.036000000000000004,6.2,3.19,33.0,0
9.2,0.13,0.37,0.042,7.220000000000001,3.23,106.0,0
10.5,0.38,0.52,0.047,7.130000000000001,3.34,115.0,1
10.2,0.15,0.47,0.031,6.6499999999999995,3.36,106.0,0
